item_id,order_id,product_id,quantity,unit_price,discount_percent
85,1809,70,4,28866.69,9.3
86,2824,105,5,45279.94,10.0
87,2897,100,5,40008.58,19.0
88,2642,108,5,34289.61,8.5
89,1346,129,2,3675.3,31.4
90,1213,145,2,38401.13,30.4
91,394,91,5,58950.63,31.3
92,363,8,4,11895.47,15.2
93,17,25,5,38507.04,22.2
94,574,99,5,63184.78,4.9
95,2426,77,4,834.96,11.1
96,2593,43,3,49756.25,36.7
97,569,150,5,10029.87,8.6
98,2724,21,1,84447.75,36.4
99,363,105,1,53922.08,9.0
100,135,27,1,79875.94,22.8
101,1012,146,5,8734.48,7.8
102,883,122,4,40262.26,8.2
103,412,73,5,45003.78,3.5
104,1779,127,1,60124.41,21.8
105,3145,149,5,46009.5,1.0
106,662,10,5,38672.4,16.7
107,136,19,5,59373.02,4.9
108,2056,85,3,64942.82,8.4
109,2849,123,1,62185.52,23.7
110,241,21,4,62403.25,3.5
111,554,26,3,27328.08,39.9
112,18,42,5,30856.95,11.6
113,1882,77,4,669.74,37.2
114,2090,95,3,40738.02,2.9
115,154,128,1,43133.68,31.3
116,2628,39,3,23290.82,9.5
117,211,106,4,34103.86,2.7
118,1381,43,2,65234.78,12.5
119,1489,73,1,57276.51,21.7
120,2154,92,5,47868.54,38.0
121,1513,28,3,64678.22,26.5
122,2068,76,2,72495.94,18.2
123,2677,93,1,58841.46,19.1
124,2679,71,-2,38572.24,20.4
125,738,67,5,40773.07,35.1
126,1687,105,1,56321.01,32.2
127,577,2,2,69931.91,4.9
128,574,59,2,40439.14,11.4
129,638,135,5,28146.4,0.1
130,2271,69,1,66216.34,4.1
131,2733,8,3,15701.97,37.7
132,2635,136,1,7460.51,4.7
133,2005,143,5,62972.68,1.2
134,299,7,1,72318.93,28.5
135,2512,86,2,72510.34,36.3
136,1924,143,4,48893.65,5.2
137,2089,143,-2,61635.09,13.8
138,2910,7,2,65830.99,4.6
139,2707,114,2,60510.05,23.0
140,1324,89,3,56153.21,30.7
141,2359,1,5,8541.01,2.0
142,2130,140,4,16288.37,13.3
143,1120,96,1,52201.33,17.8
144,2720,144,5,46447.37,14.3
145,797,123,5,66766.32,34.0
146,2044,47,1,26713.36,9.6
147,871,78,1,48650.68,5.0
148,1011,102,3,22506.05,11.3
149,1574,45,5,8570.53,11.1
150,873,57,5,19947.91,11.6
151,339,83,2,19595.35,11.2
152,1783,101,5,36017.94,4.0
153,569,34,1,39186.12,30.8
154,987,46,4,60856.16,39.6
155,517,91,2,56310.33,6.3
156,1468,2,1,60116.59,1.9
157,867,96,4,56732.39,2.5
158,2903,149,4,45876.76,33.7
159,1151,127,3,45272.58,0.1
160,585,59,3,37081.0,5.5
161,2667,120,5,58222.25,15.1
162,1004,114,1,52614.81,14.1
163,428,21,4,73800.16,17.1
164,1929,108,1,22272.07,3.5
165,2243,15,1,6068.72,6.2
166,1601,123,-4,63948.72,19.1
167,555,39,4,24385.53,6.2
168,2605,133,5,38767.54,19.9
169,2484,80,-1,17007.21,18.1
170,2334,138,2,48469.19,2.9
171,2456,129,4,3837.45,19.1
172,424,126,2,37453.97,13.7
173,862,135,1,27298.46,34.8
174,671,110,2,18503.85,35.1
175,592,125,3,9517.53,38.5
176,1497,101,4,38689.54,10.4
177,1745,41,5,33110.37,4.8
178,1290,2,5,86596.03,13.1
179,450,37,1,32044.1,30.0
180,735,60,1,61632.39,8.6
181,568,19,1,41296.69,26.3
182,803,75,4,6491.15,37.4
183,26,74,4,42466.82,35.1
184,1194,14,2,45415.72,5.4
185,590,63,2,42978.85,27.9
186,1617,125,-4,10695.33,25.2
187,2131,110,1,16690.93,31.8
188,201,133,3,31523.08,30.9
189,871,109,5,14437.26,20.4
190,2480,104,1,7785.08,34.1
191,1172,112,5,30997.65,14.8
192,213,30,2,38068.4,34.7
193,1533,13,1,66339.58,11.7
194,2174,16,1,35337.42,20.4
195,147,74,1,31253.14,9.7
196,2085,88,2,40539.45,25.4
197,890,123,3,54759.59,1.7
198,1652,133,4,42335.53,33.6
199,374,10,4,38767.75,16.2
200,2646,53,1,22975.79,20.6
201,2120,109,5,10045.66,15.4
202,2136,52,2,3742.78,1.7
203,2197,54,3,12581.86,23.5
204,615,140,3,15803.66,23.1
205,669,73,4,48166.3,36.2
206,178,18,5,57018.37,17.1
207,18,52,5,2641.86,33.0
208,1762,144,2,67455.25,14.8
209,1311,33,3,343.53,38.7
210,781,2,5,72103.94,28.9
211,917,143,2,60122.22,18.8
212,475,31,5,39221.02,27.7
213,1598,51,5,3406.69,3.3
214,2935,72,3,29312.94,35.5
215,2698,124,4,11862.34,24.8
216,1750,31,5,36004.19,14.6
217,1634,104,4,8803.81,28.9
218,798,74,-1,40213.07,6.1
219,567,98,3,48449.25,8.0
220,362,149,3,34051.47,0.5
221,1959,63,1,48538.84,23.5
222,153,25,4,33707.2,16.8
223,1644,90,2,68591.67,36.4
224,833,57,5,16917.89,19.7
225,1162,147,5,42269.61,9.7
226,1693,100,2,46967.17,8.3
227,2838,36,4,11394.81,20.7
228,1081,43,4,64985.01,1.6
229,2767,37,4,21349.12,26.7
230,353,7,3,62482.14,19.8
231,832,15,2,7517.72,16.8
232,2451,52,1,3990.28,1.5
233,2412,61,4,51986.32,32.4
234,184,45,2,7475.42,2.6
235,737,13,2,60713.25,8.8
236,994,107,5,38153.66,31.6
237,2763,110,3,19700.11,22.9
238,1051,118,3,81642.8,39.7
239,1429,141,-2,57965.8,19.9
240,2064,75,1,6717.02,29.9
241,954,122,3,41573.4,4.2
242,2827,26,4,26390.94,26.3
243,1676,61,5,63621.7,1.0
244,2621,42,4,24657.11,17.0
245,2831,132,2,25679.63,38.0
246,768,141,5,57272.94,115.3
247,1303,145,2,39624.95,19.2
248,2471,127,1,54025.57,22.3
249,1299,8,3,16345.35,35.7
250,2259,150,1,7258.04,38.3
251,1438,24,4,59124.36,39.1
252,2669,93,1,69819.95,10.8
253,1832,144,4,68139.03,2.0
254,579,51,1,3443.35,25.3
255,2563,10,2,46373.09,16.1
256,743,42,2,21830.93,4.8
257,172,4,4,62296.65,5.4
258,1577,109,5,10201.16,37.8
259,102,84,1,5781.17,12.2
260,1506,105,4,59967.32,21.7
261,2646,78,3,42600.45,2.6
262,2249,138,4,50694.31,7.9
263,813,76,2,62911.72,26.2
264,1706,127,4,49476.01,9.6
265,1888,122,-4,31321.62,24.4
266,2665,105,5,62450.65,26.0
267,2986,111,3,24870.91,1.0
268,245,93,1,76388.99,16.0
269,210,118,2,59707.03,30.3
270,1831,59,4,58647.11,23.6
271,1415,2,1,62058.75,22.4
272,2772,34,1,55437.78,26.3
273,860,88,1,44258.7,10.6
274,953,58,5,68859.7,7.5
275,412,29,3,43016.47,34.8
276,1888,68,4,24959.91,7.3
277,210,135,2,30872.8,27.1
278,329,67,4,55731.94,33.0
279,1328,25,3,34427.89,30.2
280,129,107,2,33141.23,18.2
281,392,36,3,11531.1,16.9
282,684,109,1,10907.56,20.5
283,2683,114,1,65215.13,17.0
284,1768,62,2,10630.62,38.0
285,243,80,3,18386.13,21.6
286,2774,108,1,27353.89,8.6
287,2176,143,1,51869.64,37.4
288,235,38,2,59412.94,34.4
289,2959,61,3,53291.23,14.8
290,2498,17,3,13907.07,11.4
291,2136,52,2,3714.15,9.0
292,2809,41,5,42642.05,25.7
293,2799,150,4,6953.76,31.3
294,1852,55,5,25622.98,27.4
295,2063,126,5,30224.87,22.0
296,1320,114,4,59422.41,30.9
297,2796,116,4,61943.16,23.8
298,1529,51,3,3526.67,39.5
299,1546,134,4,5513.41,8.5
300,227,44,5,31824.81,1.9
301,35,53,4,20621.48,2.8
302,1737,139,1,40142.43,22.0
303,199,81,2,40845.57,21.8
304,3121,138,2,50577.99,1.3
305,2996,20,4,13784.15,25.5
306,974,138,1,48486.0,39.6
307,1909,131,3,38714.6,7.4
308,331,66,1,70154.22,36.5
309,1102,144,1,54829.83,33.5
310,1880,2,1,71895.68,23.4
311,2633,78,3,45137.34,24.7
312,471,48,4,55017.97,29.4
313,2768,129,2,3281.55,14.2
314,1564,113,1,14537.28,18.4
315,2150,123,1,67480.85,27.5
316,1183,98,3,54453.09,15.3
317,895,1,1,6633.45,31.2
318,2749,27,3,61503.01,15.9
319,1703,68,3,29750.62,39.1
320,1979,6,5,45266.98,0.1
321,2798,59,2,46542.78,13.8
322,594,30,2,34856.12,13.2
323,1083,13,2,53944.0,18.1
324,1966,32,1,22593.45,27.9
325,2671,14,4,54117.49,24.5
326,2688,65,4,54614.32,18.0
327,553,28,1,61671.62,31.6
328,389,142,1,67736.69,0.4
329,2805,81,2,48329.08,33.2
330,1502,91,2,48967.95,4.1
331,893,125,5,13481.71,35.7
332,2417,149,1,50817.53,6.7
333,2634,4,4,54810.43,31.8
334,909,50,1,61132.65,18.8
335,2370,10,1,52232.63,2.3
336,1464,76,3,57307.97,16.8
337,2786,141,1,53629.86,40.0
338,596,83,3,20810.7,2.8
339,1322,143,1,60506.07,36.1
340,1725,46,1,60973.3,28.3
341,2852,139,5,38019.26,3.9
342,1031,82,3,33161.45,24.1
343,1927,103,3,27878.92,26.0
344,1485,149,2,43610.23,1.3
345,721,28,2,60791.3,37.0
346,273,53,5,19980.33,18.1
347,1962,58,1,67555.34,5.3
348,1108,25,5,47156.18,9.2
349,1007,48,4,62625.6,3.8
350,1270,75,3,4846.18,34.1
351,127,41,2,43188.54,0.3
352,1438,24,5,47434.1,13.5
353,3411,148,3,29784.84,21.6
354,1915,10,2,42476.8,3.7
355,734,99,-1,66700.5,15.3
356,2368,45,2,5724.3,15.3
357,1735,45,5,8361.29,15.3
358,268,139,2,45506.18,24.8
359,520,72,2,38093.47,26.9
360,1680,49,3,56872.21,9.2
361,1520,27,5,79343.03,10.2
362,1483,74,2,29892.06,37.8
363,1408,6,2,51174.26,23.1
364,2292,134,3,7222.97,36.8
365,1019,146,5,8032.23,13.1
366,1927,104,3,7143.42,20.9
367,2412,88,5,45415.2,37.4
368,2501,103,5,29819.17,23.6
369,68,105,4,60567.25,0.9
370,2394,14,3,37051.15,3.2
371,2145,67,4,59885.17,33.2
372,1,87,5,21791.09,3.8
373,2306,47,2,25039.69,35.5
374,1343,5,3,5163.06,25.8
375,2898,148,2,37902.84,5.4
376,729,144,4,56796.1,6.7
377,1232,9,3,51003.08,34.4
378,2010,110,4,21816.33,39.7
379,1022,133,5,37521.97,34.4
380,803,83,-2,18462.17,0.9
381,1800,141,5,49477.49,24.4
382,2633,129,2,3850.43,19.6
383,1945,13,4,68185.11,37.8
384,1246,73,5,49615.27,23.9
385,953,27,2,66642.65,27.2
386,196,115,1,28364.51,34.7
387,709,106,4,38718.38,21.5
388,2271,126,3,40050.03,34.3
389,2663,62,5,16780.61,14.2
390,1040,8,2,16594.39,22.3
391,616,6,4,64049.66,12.3
392,362,20,4,10612.53,8.3
393,133,12,3,54842.51,14.9
394,992,75,3,6041.72,32.0
395,1008,88,2,62146.6,16.5
396,2749,4,1,64393.82,40.0
397,1006,79,3,41667.49,24.0
398,2424,103,1,32038.38,35.5
399,1835,71,1,45232.89,17.9
400,2654,105,1,55511.38,23.3
401,1571,141,-5,56551.6,5.3
402,2401,96,5,41134.8,28.1
403,3093,148,4,36513.16,0.7
404,992,137,2,56549.31,2.7
405,1541,9,3,39684.1,22.1
406,2050,87,4,22995.5,5.1
407,1156,27,2,50191.57,20.2
408,337,138,4,56437.85,34.6
409,370,53,1,27838.23,5.7
410,1714,82,1,38686.41,37.4
411,688,31,5,32980.54,32.3
412,1244,20,5,13981.9,32.3
413,454,97,5,16565.86,37.7
414,2182,147,1,35606.59,38.4
415,1578,49,5,58718.04,36.6
416,1516,148,2,32645.55,33.6
417,260,132,4,30599.38,39.6
418,806,64,3,32010.48,38.1
419,242,79,4,36100.82,28.5
420,1669,93,3,65058.01,18.3
421,973,79,3,36655.47,39.0
422,1666,69,1,62580.36,37.4
423,94,108,4,34572.33,24.6
424,2877,135,2,35228.24,29.6
425,2063,33,1,242.02,37.1
426,1561,146,2,9447.78,10.8
427,354,1,5,5618.93,25.4
428,1441,127,2,47086.23,28.1
429,2644,119,3,55063.05,29.4
430,1897,32,3,18552.13,36.0
431,2097,6,2,57674.37,16.0
432,2263,8,2,11428.23,14.3
433,1848,103,5,30160.58,23.2
434,2059,150,4,8563.69,8.2
435,2569,91,2,48550.61,21.2
436,1561,89,5,45100.54,8.2
437,2651,33,2,344.97,3.5
438,793,143,3,48207.66,26.6
439,2366,4,1,47260.58,28.8
440,2404,83,5,20391.2,11.6
441,500,67,5,51373.26,9.3
442,2411,92,4,58815.9,32.8
443,2694,101,5,42371.03,20.7
444,1696,85,2,67633.51,31.0
445,761,41,2,39992.34,30.4
446,1006,96,4,46130.75,17.1
447,1731,125,4,13442.61,16.0
448,1965,69,5,75433.06,13.4
449,822,21,3,82609.0,28.4
450,2061,126,4,30996.43,27.4
451,2157,99,2,61867.75,4.8
452,2528,127,3,55249.66,14.2
453,2627,112,1,23830.76,24.0
454,205,145,3,47523.14,2.4
455,155,22,3,10963.33,6.2
456,2148,72,2,39901.64,6.7
457,2326,134,4,7099.46,3.3
458,138,71,2,36208.27,0.2
459,898,113,3,15938.19,16.0
460,1417,84,4,5127.57,23.4
461,1792,125,4,13166.74,5.4
462,1619,77,1,778.59,28.4
463,1821,40,3,62863.07,3.4
464,1315,56,1,41929.18,35.0
465,651,99,3,48110.41,15.9
466,1620,1,5,7162.32,19.2
467,2305,146,5,10087.12,15.0
468,2819,71,3,42875.04,8.2
469,2540,139,2,33817.87,26.5
470,1780,90,3,62759.01,0.7
471,1079,54,3,14286.65,21.5
472,1682,145,2,32840.41,10.6
473,1995,104,2,9469.22,8.4
474,209,13,3,46543.17,34.4
475,1077,62,3,14925.56,6.9
476,2050,87,1,26084.74,38.7
477,1612,137,3,53896.45,12.6
478,1503,96,1,49752.88,23.3
479,2449,78,3,56135.62,16.4
480,2175,68,1,31910.47,9.5
481,2614,78,-3,47057.31,16.0
482,2596,25,4,38102.54,32.4
483,1192,32,3,22997.51,20.7
484,1528,104,-4,6048.88,15.5
485,2523,8,1,14608.29,1.4
486,2647,70,4,24827.12,7.1
487,401,102,2,25651.34,23.1
488,2398,109,2,12027.94,17.1
489,2760,92,5,54514.61,18.2
490,1107,22,2,11944.08,30.1
491,777,13,3,60213.93,39.0
492,2755,58,5,55901.98,35.4
493,92,51,1,4928.56,26.9
494,2576,112,5,30576.94,1.0
495,744,107,4,35113.08,28.3
496,2075,134,5,5957.73,26.9
497,681,20,2,10313.37,15.1
498,2630,140,2,17415.67,34.6
499,1305,116,3,76278.06,8.6
500,1148,74,1,42703.38,27.5
501,2852,88,4,40772.75,38.7
502,845,142,5,74095.96,17.8
503,1233,26,3,26745.74,10.4
504,306,67,2,56489.63,39.0
505,1815,44,0,31049.82,19.3
506,1920,124,-5,7928.69,26.6
507,972,120,5,55699.54,26.2
508,1705,48,4,68737.27,20.9
509,2691,77,4,593.8,9.0
510,1219,85,3,82046.16,4.4
511,1323,60,1,58153.08,31.8
512,2947,125,2,12024.21,26.5
513,1846,14,1,37909.62,23.0
514,583,149,1,40569.23,38.4
515,1020,102,3,23835.34,0.1
516,103,141,4,52463.66,0.4
517,950,51,3,5078.28,33.1
518,2617,22,3,7413.99,13.1
519,1040,97,3,17488.61,29.4
520,363,39,2,34202.01,14.7
521,1976,145,2,40428.55,24.1
522,334,125,2,12317.61,18.1
523,302,34,-4,44758.12,15.7
524,2600,143,2,53350.3,10.4
525,1654,118,4,68745.43,11.2
526,2688,117,2,74527.79,18.9
527,726,68,4,31215.16,18.0
528,1082,88,1,41535.23,21.3
529,1798,56,5,47575.14,0.8
530,1982,14,5,45327.56,23.2
531,1694,31,1,26837.5,18.9
532,1188,90,4,64016.73,18.2
533,861,76,3,61299.71,30.3
534,1057,98,3,45144.32,17.4
535,746,105,5,43691.21,21.9
536,1814,113,4,16918.32,30.3
537,1665,37,4,26115.24,29.8
538,2745,22,4,7653.54,4.9
539,768,9,2,41764.4,7.7
540,587,56,2,43105.19,31.5
541,1548,145,3,48077.91,0.1
542,782,88,4,49443.29,12.2
543,1976,13,4,44417.48,21.2
544,2178,123,3,68424.67,23.1
545,41,66,3,53713.13,21.2
546,1819,106,3,36672.7,32.0
547,1738,141,4,48370.98,7.2
548,533,44,1,24887.86,36.0
549,1336,144,4,55851.89,31.0
550,1934,145,4,39418.5,19.9
551,1031,41,5,45332.91,23.1
552,2366,101,1,38601.18,30.4
553,1930,2,1,54449.85,19.5
554,87,38,1,68958.57,14.4
555,1632,71,5,48167.86,2.7
556,1701,34,3,59982.52,3.9
557,2340,115,2,21084.11,28.9
558,1400,75,2,6074.89,14.9
559,975,143,5,44110.86,2.0
560,1825,40,4,47669.18,26.5
561,2544,118,3,53288.78,17.3
562,1980,34,2,39217.17,1.8
563,2965,91,2,41155.04,18.0
564,2652,51,5,5037.66,36.4
565,2588,96,1,64385.65,32.1
566,2464,43,4,64606.62,12.1
567,1269,47,4,26373.8,6.3
568,2119,140,1,14729.89,38.1
569,2981,116,4,54370.4,6.9
570,2603,79,3,34182.42,18.5
571,1542,93,3,60968.82,34.1
572,2771,12,5,61599.07,32.2
573,77,76,4,50046.09,2.0
574,1176,3,4,66981.67,19.1
575,1661,98,2,48715.23,6.2
576,2456,60,1,43321.17,33.2
577,2781,86,2,51042.95,30.1
578,1273,17,3,15134.55,0.5
579,1090,33,2,349.66,21.1
580,1255,42,5,20991.59,38.5
581,1710,107,4,48203.65,3.3
582,82,44,2,25531.75,31.2
583,3369,52,-5,2870.89,38.9
584,1857,105,3,43687.86,19.6
585,1303,67,1,56408.26,25.7
586,2453,37,1,30779.62,14.5
587,921,51,2,4066.74,0.8
588,2752,47,3,33313.33,27.8
589,2093,26,-2,31247.31,11.1
590,2783,54,2,10484.5,7.1
591,1039,6,5,55827.21,18.3
592,184,83,4,22039.33,5.3
593,2903,23,3,41094.2,2.2
594,2598,14,2,41264.82,27.0
595,292,21,2,71286.43,3.5
596,146,125,1,12705.12,32.9
597,88,90,2,73577.61,38.4
598,2526,121,4,11805.85,19.8
599,1771,60,5,46538.0,11.1
600,1764,31,2,37078.66,26.8
601,2934,111,-2,17517.16,18.3
602,1185,40,5,43052.37,32.3
603,1825,118,3,82671.18,38.6
604,173,10,1,37746.71,16.7
605,887,39,5,28342.24,21.5
606,1601,30,2,30556.04,38.7
607,1444,23,3,44526.83,1.8
608,2422,98,4,40965.96,6.4
609,50,123,0,73353.58,25.5
610,1190,115,2,19945.42,11.3
611,2968,8,2,16575.56,17.7
612,2393,146,3,7808.38,21.9
613,1066,100,5,39755.81,21.1
614,281,144,4,54049.61,12.2
615,2489,94,2,63011.48,30.0
616,2687,113,-2,12239.21,14.0
617,1357,55,4,19113.41,9.7
618,2029,143,5,50646.66,4.3
619,630,4,2,64140.1,38.2
620,1316,7,3,65376.38,20.3
621,2309,141,5,55573.18,18.3
622,1270,97,-2,13604.12,30.9
623,2750,16,5,26748.72,6.3
624,73,126,3,38000.21,22.7
625,1112,106,2,36585.6,7.8
626,1547,41,2,32740.11,16.2
627,154,34,3,44042.16,18.7
628,419,48,3,52461.44,33.0
629,2577,43,5,59494.17,2.8
630,2222,30,2,37798.54,22.1
631,2516,9,4,45497.65,13.1
632,2260,73,-2,52160.76,39.1
633,2199,140,2,19604.06,18.5
634,171,58,1,74566.07,6.1
635,499,68,5,34230.55,16.4
636,1861,24,5,68641.66,4.1
637,513,81,4,59095.83,5.7
638,2295,142,2,69259.74,8.8
639,286,133,5,28334.02,38.0
640,2884,60,1,46081.84,0.1
641,1480,107,3,30533.08,36.1
642,2062,118,-1,70831.17,32.4
643,1114,81,2,49976.5,18.9
644,2973,69,2,52309.21,10.6
645,2152,116,2,47392.32,9.2
646,1184,23,4,37279.48,33.3
647,1847,90,1,58078.06,13.9
648,359,10,5,37115.85,11.8
649,926,102,-3,16672.74,11.6
650,1231,144,5,55208.85,20.4
651,2661,64,-1,38226.63,35.7
652,3037,114,2,68337.98,36.3
653,152,114,1,69716.83,4.3
654,214,10,1,41536.08,11.5
655,1461,86,4,71846.13,9.3
656,2313,105,3,68140.89,22.7
657,109,55,0,24247.86,37.5
658,2399,150,4,7223.56,15.4
659,1957,117,4,59906.91,12.1
660,1119,130,2,31178.56,29.8
661,2155,97,2,19803.04,19.2
662,2719,24,1,51442.32,10.9
663,1973,100,1,38971.48,22.4
664,1309,119,1,48295.28,5.4
665,2407,143,3,53887.23,16.0
666,2442,115,3,18341.68,13.1
667,946,61,2,57846.33,4.0
668,2389,39,2,26640.95,2.2
669,1596,14,1,35308.33,4.4
670,1339,109,1,9812.91,22.5
671,2554,132,0,26826.93,26.9
672,792,136,4,8362.77,30.6
673,2904,144,4,68632.42,8.7
674,2168,32,4,22325.32,39.7
675,1299,108,2,22317.08,39.7
676,86,106,1,28072.03,32.9
677,2614,58,2,71169.03,4.7
678,1735,130,5,26561.74,18.5
679,604,58,1,69777.69,26.3
680,2186,39,4,33852.44,7.0
681,2389,67,5,55051.34,6.6
682,2519,107,3,45291.97,30.4
683,2580,110,5,22025.22,38.9
684,912,57,-3,14480.45,1.0
685,1368,82,5,41772.02,2.2
686,684,124,5,10303.11,23.1
687,2989,69,2,82646.37,7.1
688,2969,6,2,45264.79,21.4
689,1412,146,4,10140.3,38.8
690,1471,126,3,40704.86,38.5
691,1850,69,1,73735.73,39.5
692,895,136,3,6886.86,34.5
693,2276,75,2,6062.62,0.6
694,1021,9,5,48863.05,6.6
695,571,131,2,36457.26,18.9
696,341,44,2,32445.34,30.5
697,754,1,1,7255.08,0.9
698,1038,18,2,50830.8,30.5
699,272,41,3,41883.63,28.4
700,331,9,5,44010.66,10.2
701,709,54,1,14619.14,18.1
702,629,136,2,6215.18,35.1
703,1872,85,5,82428.55,22.9
704,2483,29,4,61314.95,36.0
705,2287,121,-3,16136.46,0.1
706,264,5,4,4125.12,0.2
707,1357,142,3,49425.93,16.3
708,2840,44,5,30668.1,14.3
709,2498,105,4,58287.61,7.8
710,1358,96,2,44839.08,31.7
711,2062,141,4,40615.67,9.4
712,2865,79,4,39967.62,34.8
713,437,23,3,35794.23,12.8
714,1897,115,5,26299.54,8.8
715,2407,5,1,5344.87,32.1
716,29,121,5,11859.61,34.0
717,730,57,3,17359.46,26.4
718,186,84,3,6457.24,17.8
719,362,28,4,67363.5,8.9
720,1916,106,4,39998.3,34.7
721,3,141,3,49290.62,36.5
722,1428,43,2,44499.77,23.8
723,3264,51,4,3994.21,26.9
724,2404,59,4,37235.8,29.6
725,2344,123,5,62530.13,36.3
726,200,57,4,15956.56,27.1
727,1498,144,5,68861.27,21.8
728,2357,120,2,56234.32,22.7
729,2034,73,5,60864.46,26.1
730,1895,65,3,55452.99,1.7
731,698,110,3,16078.41,30.7
732,447,101,3,32881.88,36.8
733,1350,146,4,9293.74,22.9
734,1288,116,2,62546.69,16.7
735,1550,123,2,61043.99,19.6
736,1814,26,4,30161.92,35.2
737,1296,7,1,64899.44,15.5
738,2931,129,1,2998.16,23.3
739,2271,86,1,66886.77,30.6
740,2800,101,2,38711.0,26.8
741,2553,116,5,51970.62,38.7
742,307,75,5,5255.57,9.7
743,2847,116,1,76968.08,1.6
744,797,108,3,34608.71,22.5
745,456,41,5,32024.95,3.7
746,3000,4,-3,63891.98,4.1
747,2217,61,1,70726.36,16.8
748,18,66,3,60025.27,13.3
749,2891,86,4,59365.28,24.2
750,887,60,4,59138.19,23.1
751,1684,10,2,35948.41,16.0
752,583,109,-5,14679.87,7.4
753,1382,6,4,49924.64,25.7
754,2955,18,1,63975.4,23.4
755,136,118,4,67787.8,15.3
756,794,61,2,73859.84,33.6
757,1548,38,3,51550.64,6.4
758,228,144,2,48055.83,17.8
759,222,81,5,45389.22,21.4
760,2243,38,2,50009.68,20.7
761,325,43,5,50588.59,10.3
762,2375,83,3,15141.19,22.7
763,2650,110,3,23149.69,10.3
764,1482,119,5,39651.01,19.8
765,1809,1,5,8457.04,18.7
766,1778,23,5,36355.73,38.1
767,1634,134,5,4958.45,5.9
768,2898,97,-4,14906.47,34.6
769,1738,9,4,40240.63,8.1
770,1645,97,4,15301.49,14.7
771,2146,49,2,79197.53,5.3
772,1529,70,4,19142.03,24.2
773,1072,143,-4,39263.32,18.9
774,2807,103,1,27407.1,18.7
775,1931,74,2,27881.54,23.2
776,1856,39,3,30581.55,13.1
777,2338,1,4,5761.38,22.2
778,49,96,3,41945.2,6.5
779,2881,45,1,5715.53,36.0
780,2471,122,4,29770.57,34.4
781,2455,109,4,11289.07,30.4
782,2778,67,2,56668.54,11.4
783,1806,75,3,4242.72,7.5
784,2510,59,4,57555.36,22.9
785,1554,137,0,47838.45,21.2
786,1876,78,1,50668.61,24.6
787,1127,70,1,24984.54,32.8
