order_id,customer_id,order_date,status,region_code
96,568,2026-04-19 01:20:08,SHIPPED,NORTH
97,563,2026-02-01 15:52:42,DELIVERED,EAST
98,492,2024-11-06 04:24:58,DELIVERED,NORTH
99,119,2025-04-24 00:14:52,CANCELLED,EAST
100,558,2025-08-25 00:03:29,DELIVERED,WEST
101,,2025-11-14 02:42:40,SHIPPED,NORTH
102,100,2024-05-13 03:24:00,DELIVERED,CENTRAL
103,63,2025-08-24 08:21:40,DELIVERED,WEST
104,242,2026-01-09 20:20:41,CANCELLED,NORTH
105,530,2026-06-06 18:31:12,PLACED,WEST
106,172,2024-11-25 03:50:15,DELIVERED,WEST
107,152,2025-02-04 14:42:01,CANCELLED,NORTH
108,407,2026-05-07 14:04:19,DELIVERED,NORTH
109,249,2026-03-22 18:31:25,PLACED,CENTRAL
110,103,2024-06-13 02:21:05,SHIPPED,CENTRAL
111,421,2025-02-14 07:43:38,DELIVERED,NORTH
112,413,2024-08-11 11:12:58,DELIVERED,WEST
113,340,2025-01-04 01:35:53,SHIPPED,EAST
114,,2025-04-15 18:42:27,CANCELLED,NORTH
115,234,2024-07-27 18:15:19,DELIVERED,EAST
116,427,2024-05-18 16:51:18,CANCELLED,WEST
117,383,2024-03-28 07:30:17,SHIPPED,CENTRAL
118,537,2026-06-02 09:38:24,CANCELLED,NORTH
119,468,2024-03-19 12:59:11,SHIPPED,WEST
120,127,2024-02-17 11:28:42,DELIVERED,WEST
121,359,2025-06-18 18:31:59,DELIVERED,NORTH
122,396,2024-03-18 03:07:30,RETURNED,SOUTH
123,212,2025-02-22 00:09:46,CANCELLED,NORTH
124,136,26-09-2024,SHIPPED,EAST
125,282,2025-10-20 08:39:45,DELIVERED,SOUTH
126,534,08-09-2025,RETURNED,EAST
127,290,2025-04-08 15:59:20,SHIPPED,EAST
128,284,2025-02-09 16:15:44,DELIVERED,SOUTH
129,247,2024-03-29 04:42:47,DELIVERED,EAST
130,27,2026-02-11 15:24:10,DELIVERED,WEST
131,598,2026-06-07 15:17:15,DELIVERED,CENTRAL
132,488,2025-07-10 21:44:30,CANCELLED,CENTRAL
133,100,2026-01-01 07:58:59,CANCELLED,SOUTH
134,344,2024-05-18 17:20:19,CANCELLED,WEST
135,340,2025-07-31 09:19:31,CANCELLED,WEST
136,598,20-06-2026,CANCELLED,CENTRAL
137,391,03-04-2026,CANCELLED,SOUTH
138,351,2025-09-27 15:46:39,RETURNED,SOUTH
139,185,2024-05-05 12:52:11,SHIPPED,NORTH
140,,2025-02-28 21:51:28,DELIVERED,SOUTH
141,91,2024-07-20 00:36:13,DELIVERED,WEST
142,39,2026-04-09 04:51:28,PLACED,EAST
143,544,23-10-2024,DELIVERED,SOUTH
144,353,2025-04-29 19:38:34,DELIVERED,SOUTH
145,47,2025-04-08 05:47:08,DELIVERED,CENTRAL
146,138,2025-06-16 10:00:22,DELIVERED,SOUTH
147,414,2024-01-30 17:01:18,PLACED,NORTH
148,174,2024-07-10 07:48:41,PLACED,EAST
149,50,2024-03-15 12:05:32,PLACED,NORTH
150,390,2024-07-10 23:57:28,SHIPPED,NORTH
151,104,2026-03-19 06:32:03,PLACED,NORTH
152,121,2025-03-15 04:04:20,SHIPPED,SOUTH
153,536,2024-11-09 06:55:17,SHIPPED,CENTRAL
154,213,16-01-2026,DELIVERED,NORTH
155,506,2024-08-19 16:30:34,PLACED,NORTH
156,237,2025-12-10 12:55:12,DELIVERED,NORTH
157,41,2025-03-27 09:07:46,DELIVERED,NORTH
158,47,2024-01-16 00:36:37,SHIPPED,EAST
159,275,2024-05-24 09:28:34,PLACED,WEST
160,279,2025-08-22 04:30:56,DELIVERED,SOUTH
161,61,2024-09-04 14:41:28,DELIVERED,CENTRAL
162,186,2025-08-12 22:08:06,CANCELLED,SOUTH
163,500,2024-06-24 10:36:51,PLACED,EAST
164,,2026-03-26 06:37:47,DELIVERED,EAST
165,98,2025-11-03 09:44:22,SHIPPED,WEST
166,572,2024-03-25 18:22:20,DELIVERED,WEST
167,170,2024-04-26 07:10:42,SHIPPED,EAST
168,229,2026-05-05 03:57:44,SHIPPED,WEST
169,587,2025-11-27 02:19:34,SHIPPED,WEST
170,19,08-06-2024,DELIVERED,NORTH
171,312,2026-02-28 16:12:16,DELIVERED,EAST
172,56,2024-12-12 06:59:22,DELIVERED,CENTRAL
173,373,2025-12-03 23:37:58,SHIPPED,EAST
174,299,2026-04-30 19:23:05,PLACED,SOUTH
175,420,2024-06-15 03:48:50,PLACED,WEST
176,196,2025-06-08 23:04:33,RETURNED,CENTRAL
177,462,2025-12-11 12:39:21,PLACED,WEST
178,,2024-03-16 10:52:50,DELIVERED,CENTRAL
179,182,2026-06-17 18:04:15,PLACED,CENTRAL
180,330,2026-02-22 02:35:14,DELIVERED,SOUTH
181,352,2025-04-01 23:35:04,DELIVERED,CENTRAL
182,561,2025-05-02 15:26:33,DELIVERED,SOUTH
183,298,2025-06-20 09:28:39,DELIVERED,SOUTH
184,331,2024-06-28 06:37:10,DELIVERED,WEST
185,547,2025-03-20 04:10:03,PLACED,NORTH
186,,13-08-2024,SHIPPED,SOUTH
187,257,2024-08-15 11:14:45,SHIPPED,CENTRAL
188,,2025-12-04 01:56:46,DELIVERED,SOUTH
189,575,2025-08-27 02:44:44,DELIVERED,EAST
190,49,2025-08-15 18:25:53,RETURNED,EAST
191,56,2024-01-21 03:22:44,CANCELLED,WEST
192,377,2026-04-29 03:17:21,DELIVERED,SOUTH
193,182,2024-04-25 16:24:19,DELIVERED,WEST
194,,2025-03-09 14:03:31,DELIVERED,EAST
195,,2025-12-25 10:05:32,SHIPPED,EAST
196,309,2026-02-01 01:03:52,PLACED,EAST
197,189,2026-03-19 17:36:33,DELIVERED,CENTRAL
198,358,2024-12-09 14:51:43,SHIPPED,EAST
199,544,2026-01-07 15:57:32,RETURNED,NORTH
200,355,2025-11-23 07:40:45,RETURNED,SOUTH
201,329,2025-08-15 10:36:04,DELIVERED,CENTRAL
202,26,2026-03-13 22:13:44,CANCELLED,WEST
203,304,2024-10-26 01:22:55,PLACED,CENTRAL
204,68,2024-11-23 10:30:10,CANCELLED,WEST
205,211,2026-04-15 08:55:48,DELIVERED,WEST
206,74,2024-08-26 20:23:10,PLACED,NORTH
207,258,2026-05-16 22:53:14,RETURNED,WEST
208,415,2025-11-03 16:20:36,PLACED,NORTH
209,65,2026-06-28 17:02:57,DELIVERED,CENTRAL
210,309,2024-05-14 09:08:54,DELIVERED,NORTH
211,547,2024-12-07 13:11:18,DELIVERED,CENTRAL
212,148,2025-04-08 00:21:06,DELIVERED,EAST
213,12,2026-05-09 20:52:38,PLACED,CENTRAL
214,551,2026-04-30 13:13:41,DELIVERED,EAST
215,525,2024-08-09 07:06:42,CANCELLED,SOUTH
216,581,2024-03-25 11:44:34,RETURNED,WEST
217,75,2025-03-27 12:19:00,SHIPPED,CENTRAL
218,339,2025-07-08 19:04:59,PLACED,CENTRAL
219,199,2025-05-08 15:55:06,DELIVERED,CENTRAL
220,581,2025-07-20 05:18:00,SHIPPED,EAST
221,227,2025-11-08 11:53:01,DELIVERED,EAST
222,474,2025-11-22 20:08:55,DELIVERED,SOUTH
223,84,2025-03-11 22:07:13,DELIVERED,EAST
224,79,2024-04-27 03:06:50,DELIVERED,CENTRAL
225,232,2024-11-26 12:17:35,DELIVERED,CENTRAL
226,153,2025-07-22 06:42:25,DELIVERED,EAST
227,514,2026-03-03 21:32:18,PLACED,SOUTH
228,170,2026-03-09 16:24:17,DELIVERED,CENTRAL
229,150,21-01-2026,DELIVERED,SOUTH
230,379,2024-12-29 12:50:54,RETURNED,EAST
231,466,2024-03-13 03:18:50,PLACED,CENTRAL
232,281,2025-02-13 01:08:04,DELIVERED,WEST
233,80,2026-03-13 14:35:20,SHIPPED,WEST
234,354,2026-01-26 07:30:52,PLACED,SOUTH
235,236,2024-04-29 18:03:26,SHIPPED,SOUTH
236,122,2024-12-23 19:56:01,PLACED,WEST
237,232,2024-09-07 11:41:46,SHIPPED,SOUTH
238,165,28-07-2024,DELIVERED,NORTH
239,185,2026-03-13 13:45:39,DELIVERED,NORTH
240,291,2024-05-13 04:56:09,DELIVERED,WEST
241,421,2024-08-09 16:41:38,SHIPPED,CENTRAL
242,351,05-12-2025,DELIVERED,SOUTH
243,208,2026-03-23 00:05:28,DELIVERED,SOUTH
244,182,2026-01-09 05:41:20,CANCELLED,CENTRAL
245,121,2024-05-24 18:22:25,DELIVERED,NORTH
246,442,2026-03-21 23:13:10,DELIVERED,WEST
247,494,2025-08-15 05:31:36,RETURNED,CENTRAL
248,138,2025-01-30 09:07:11,CANCELLED,EAST
249,557,26-09-2025,DELIVERED,NORTH
250,121,2026-08-19 21:28:20,CANCELLED,WEST
251,159,2025-10-23 21:06:00,CANCELLED,WEST
252,283,2025-09-09 10:09:52,DELIVERED,WEST
253,573,2026-05-12 00:35:41,DELIVERED,WEST
254,122,2024-12-22 22:29:42,SHIPPED,SOUTH
255,347,2026-05-05 06:58:08,PLACED,WEST
256,6,2024-05-21 12:01:42,DELIVERED,NORTH
257,228,30-07-2025,DELIVERED,WEST
258,534,2025-03-21 00:20:49,RETURNED,SOUTH
259,450,2024-01-17 15:18:45,CANCELLED,EAST
260,523,2026-03-12 06:55:33,DELIVERED,EAST
261,1,2024-09-01 13:57:58,DELIVERED,WEST
262,206,2026-03-15 06:50:49,RETURNED,CENTRAL
263,573,2026-06-24 13:17:44,SHIPPED,CENTRAL
264,466,2025-09-19 12:35:19,DELIVERED,NORTH
265,516,2025-04-02 02:30:11,DELIVERED,EAST
266,589,2025-01-23 13:57:02,DELIVERED,SOUTH
267,470,2025-12-16 16:54:10,DELIVERED,EAST
268,226,2024-12-23 04:25:00,DELIVERED,CENTRAL
269,,2025-02-13 02:23:17,DELIVERED,EAST
270,183,2026-01-10 07:16:30,DELIVERED,SOUTH
271,195,2026-02-14 04:02:37,SHIPPED,EAST
272,208,2025-01-22 21:19:13,DELIVERED,NORTH
273,505,2024-01-11 06:56:54,PLACED,WEST
274,323,2026-02-03 19:46:46,DELIVERED,EAST
275,524,2025-03-11 09:05:49,PLACED,CENTRAL
276,490,2026-04-20 01:17:25,CANCELLED,SOUTH
277,124,2026-03-16 00:05:16,PLACED,SOUTH
278,104,2025-05-20 13:08:27,SHIPPED,EAST
279,483,2025-06-16 23:33:47,SHIPPED,EAST
280,411,2025-03-10 09:20:40,RETURNED,SOUTH
281,277,2025-01-01 07:27:14,SHIPPED,SOUTH
282,10,2024-10-01 08:23:47,CANCELLED,CENTRAL
283,324,2026-01-25 22:30:57,DELIVERED,WEST
284,168,2024-04-03 06:19:06,CANCELLED,NORTH
285,343,2025-02-07 12:53:41,RETURNED,EAST
286,422,2024-07-07 08:03:40,DELIVERED,CENTRAL
287,552,2024-09-28 03:16:45,SHIPPED,CENTRAL
288,458,2024-05-01 19:14:39,DELIVERED,SOUTH
289,346,2025-10-17 06:27:30,CANCELLED,NORTH
290,352,2024-12-20 12:34:53,DELIVERED,CENTRAL
291,278,2025-11-22 03:00:50,DELIVERED,CENTRAL
292,424,16-09-2024,DELIVERED,EAST
293,82,2024-11-23 02:40:27,PLACED,WEST
294,27,2025-09-08 17:41:58,PLACED,CENTRAL
295,400,2025-04-25 14:10:26,DELIVERED,SOUTH
296,175,2024-02-14 09:12:54,RETURNED,WEST
297,554,2025-02-27 04:20:45,RETURNED,CENTRAL
298,468,2026-05-26 02:51:56,DELIVERED,EAST
299,233,2024-05-19 02:48:57,SHIPPED,EAST
300,,2026-03-23 22:38:36,SHIPPED,WEST
301,504,2026-01-11 02:20:58,DELIVERED,CENTRAL
302,8,2026-05-01 14:49:55,DELIVERED,WEST
303,400,10-08-2025,DELIVERED,CENTRAL
304,279,2025-03-18 05:31:20,SHIPPED,SOUTH
305,187,2024-07-31 05:42:47,DELIVERED,EAST
306,504,2024-10-18 17:17:52,RETURNED,NORTH
307,105,2025-03-14 05:59:32,DELIVERED,SOUTH
308,16,2026-02-05 17:58:46,DELIVERED,WEST
309,475,2024-02-19 07:14:44,RETURNED,NORTH
310,402,2024-04-20 21:24:51,CANCELLED,EAST
311,13,2024-07-08 11:03:22,DELIVERED,WEST
312,35,2024-11-05 09:57:50,DELIVERED,SOUTH
313,320,2025-05-16 20:40:07,DELIVERED,CENTRAL
314,260,2026-01-17 13:32:22,CANCELLED,SOUTH
315,242,2025-11-05 10:43:10,SHIPPED,NORTH
316,249,2024-01-14 20:55:44,DELIVERED,CENTRAL
317,92,2025-01-21 09:02:16,DELIVERED,NORTH
318,158,2026-04-13 04:42:04,SHIPPED,CENTRAL
319,356,12-11-2025,DELIVERED,SOUTH
320,41,2026-01-23 21:22:29,DELIVERED,WEST
321,192,2026-04-24 11:38:34,SHIPPED,CENTRAL
322,568,2024-09-06 02:02:08,SHIPPED,EAST
323,465,2024-01-02 02:50:13,DELIVERED,NORTH
324,373,05-01-2025,RETURNED,WEST
325,510,2026-05-06 16:12:36,DELIVERED,EAST
326,536,2024-04-13 14:00:17,SHIPPED,NORTH
327,498,2024-10-24 15:59:10,CANCELLED,WEST
328,232,2025-02-01 14:04:48,DELIVERED,NORTH
329,214,2026-02-02 08:55:29,DELIVERED,NORTH
330,426,27-07-2025,DELIVERED,CENTRAL
331,,19-04-2024,SHIPPED,CENTRAL
332,237,2026-04-05 21:45:38,DELIVERED,CENTRAL
333,184,2026-05-17 11:32:10,PLACED,CENTRAL
334,470,2025-10-25 10:30:34,SHIPPED,WEST
335,162,2026-04-09 09:15:08,DELIVERED,EAST
336,333,2025-07-31 10:42:28,CANCELLED,EAST
337,577,2026-04-27 14:25:14,RETURNED,EAST
338,464,26-11-2025,PLACED,EAST
339,531,2024-07-28 20:21:36,SHIPPED,SOUTH
340,323,2024-02-03 17:05:08,CANCELLED,CENTRAL
341,585,06-06-2026,DELIVERED,SOUTH
342,597,2025-01-23 03:20:26,PLACED,WEST
343,223,2024-04-29 22:16:58,SHIPPED,CENTRAL
344,98,2025-04-11 15:28:20,DELIVERED,NORTH
345,343,2025-06-24 11:46:41,RETURNED,NORTH
346,233,2024-01-18 18:18:16,PLACED,CENTRAL
347,,2026-04-18 18:02:21,DELIVERED,SOUTH
348,403,2025-11-23 05:46:38,PLACED,WEST
349,404,2024-08-17 22:18:08,DELIVERED,NORTH
350,269,2024-05-12 03:58:28,DELIVERED,SOUTH
351,203,2026-01-27 20:46:48,DELIVERED,CENTRAL
352,74,2025-02-17 14:47:01,RETURNED,NORTH
353,424,2025-10-19 22:44:17,SHIPPED,NORTH
354,174,2025-06-27 06:22:20,DELIVERED,SOUTH
355,240,2024-11-06 04:48:15,DELIVERED,NORTH
356,56,2025-01-12 13:29:51,CANCELLED,EAST
357,,2024-06-21 20:44:39,SHIPPED,CENTRAL
358,560,2026-03-23 20:45:57,DELIVERED,SOUTH
359,19,2025-08-08 00:54:51,PLACED,SOUTH
360,206,2025-02-25 10:06:20,PLACED,WEST
361,369,2024-06-16 14:29:03,DELIVERED,SOUTH
362,521,2024-06-03 17:29:43,DELIVERED,NORTH
363,513,2025-12-12 10:57:55,PLACED,CENTRAL
364,502,03-09-2025,DELIVERED,EAST
365,242,17-02-2026,SHIPPED,WEST
366,31,2026-05-12 01:38:18,SHIPPED,WEST
367,90,2025-08-16 17:42:51,CANCELLED,SOUTH
368,587,2024-08-25 06:54:04,DELIVERED,WEST
369,212,2024-08-03 06:30:26,SHIPPED,SOUTH
370,537,2024-07-29 02:34:42,DELIVERED,CENTRAL
371,326,2024-04-15 08:17:26,PLACED,EAST
372,150,2024-02-15 19:13:07,DELIVERED,WEST
373,281,2024-08-24 01:22:10,SHIPPED,CENTRAL
374,581,2024-12-24 16:59:56,PLACED,NORTH
375,489,2024-07-27 07:06:42,DELIVERED,EAST
376,397,2026-02-02 10:25:11,SHIPPED,WEST
377,16,2025-02-23 05:03:41,DELIVERED,SOUTH
378,68,2024-10-02 01:57:13,CANCELLED,WEST
379,469,2025-01-18 08:46:06,DELIVERED,WEST
380,404,2026-06-07 11:15:42,CANCELLED,NORTH
381,463,10-12-2025,RETURNED,CENTRAL
382,41,2026-05-16 08:35:54,RETURNED,SOUTH
383,408,2025-04-18 02:36:05,SHIPPED,EAST
384,56,2026-03-14 02:01:31,DELIVERED,NORTH
385,116,2024-10-06 06:21:47,DELIVERED,SOUTH
386,332,2025-12-01 10:14:35,CANCELLED,SOUTH
387,93,2025-01-23 11:44:37,DELIVERED,SOUTH
388,127,2024-05-21 15:51:21,DELIVERED,CENTRAL
389,524,2024-09-05 09:29:30,DELIVERED,EAST
390,154,2024-09-08 20:25:27,DELIVERED,WEST
391,457,2025-03-24 14:31:07,PLACED,SOUTH
392,,2025-01-28 04:39:40,DELIVERED,NORTH
393,506,2025-01-04 12:44:52,DELIVERED,WEST
394,7,2025-01-15 03:34:05,DELIVERED,SOUTH
395,,2024-08-18 07:23:26,PLACED,NORTH
396,306,29-05-2025,DELIVERED,SOUTH
397,292,2026-06-08 00:14:28,DELIVERED,CENTRAL
398,37,2024-05-24 15:59:58,CANCELLED,NORTH
399,564,2024-04-10 20:36:42,DELIVERED,EAST
400,424,2026-03-26 00:13:42,PLACED,CENTRAL
401,542,2024-05-16 04:33:53,RETURNED,EAST
402,325,2025-02-07 08:49:40,DELIVERED,SOUTH
403,509,2026-03-18 08:02:11,CANCELLED,CENTRAL
404,298,2026-07-10 21:28:20,DELIVERED,SOUTH
405,425,2025-10-05 04:34:21,CANCELLED,SOUTH
406,,2024-11-08 12:48:00,PLACED,EAST
407,332,2024-01-10 12:35:24,DELIVERED,CENTRAL
408,30,2024-09-29 19:55:37,RETURNED,WEST
409,37,2024-07-29 21:16:19,CANCELLED,CENTRAL
410,474,05-10-2025,DELIVERED,CENTRAL
411,324,2026-05-12 10:30:23,DELIVERED,EAST
412,153,2025-03-11 16:18:27,DELIVERED,CENTRAL
413,585,2025-08-28 04:05:00,DELIVERED,EAST
414,323,2024-02-19 03:11:07,CANCELLED,EAST
415,310,2024-12-01 18:16:43,DELIVERED,NORTH
416,95,2025-11-20 09:05:50,RETURNED,SOUTH
417,496,2026-03-24 10:15:55,DELIVERED,NORTH
418,529,25-07-2024,DELIVERED,CENTRAL
419,319,2024-03-09 09:33:21,PLACED,WEST
420,106,2026-03-19 16:32:37,PLACED,EAST
421,215,2025-05-13 11:17:14,DELIVERED,WEST
422,280,2024-08-19 23:04:48,RETURNED,CENTRAL
423,212,2026-04-22 18:56:11,PLACED,EAST
424,176,2024-04-20 16:07:36,DELIVERED,NORTH
425,483,19-03-2024,DELIVERED,SOUTH
426,54,2025-11-23 13:58:50,CANCELLED,CENTRAL
427,477,2026-06-01 00:43:10,RETURNED,WEST
428,318,2025-12-23 23:14:29,PLACED,CENTRAL
429,373,2025-09-01 01:41:13,SHIPPED,EAST
430,31,2024-04-11 12:59:28,DELIVERED,SOUTH
431,357,2026-06-11 17:33:30,CANCELLED,NORTH
432,73,2025-04-14 07:46:48,DELIVERED,CENTRAL
433,163,2026-01-19 08:13:50,CANCELLED,CENTRAL
434,446,2026-05-31 03:09:57,SHIPPED,NORTH
435,588,2026-01-25 22:53:34,SHIPPED,NORTH
436,181,23-04-2025,PLACED,CENTRAL
437,389,2025-05-23 14:39:50,PLACED,SOUTH
438,1,2024-08-15 22:19:03,SHIPPED,CENTRAL
439,201,2024-11-15 11:37:23,DELIVERED,EAST
440,446,2025-06-18 19:06:55,DELIVERED,CENTRAL
441,131,2025-04-01 23:59:57,RETURNED,NORTH
442,368,2024-06-19 09:50:58,SHIPPED,CENTRAL
443,326,2025-08-17 15:25:52,SHIPPED,SOUTH
444,193,2026-05-12 19:37:02,CANCELLED,SOUTH
445,129,2024-07-27 14:13:34,PLACED,WEST
446,140,2024-05-11 12:28:55,CANCELLED,CENTRAL
447,185,2025-12-06 21:02:58,DELIVERED,EAST
448,435,2024-01-12 13:00:36,SHIPPED,CENTRAL
449,560,2026-06-14 07:58:23,DELIVERED,EAST
450,494,2024-05-04 08:58:08,RETURNED,EAST
451,81,2026-03-24 00:09:19,DELIVERED,NORTH
452,553,19-06-2026,SHIPPED,NORTH
453,525,2025-12-29 22:15:05,DELIVERED,EAST
454,37,2025-04-17 08:34:57,PLACED,WEST
455,587,2024-03-21 04:31:43,DELIVERED,NORTH
456,85,2024-07-16 00:14:31,SHIPPED,SOUTH
457,282,2025-02-03 04:00:13,SHIPPED,CENTRAL
458,458,2025-07-28 09:54:23,DELIVERED,WEST
459,541,2024-02-21 09:42:15,PLACED,SOUTH
460,423,2025-08-18 05:30:03,DELIVERED,SOUTH
461,354,2024-03-25 09:24:43,PLACED,SOUTH
462,488,2025-04-13 03:46:51,RETURNED,SOUTH
463,400,2026-01-07 05:58:55,DELIVERED,EAST
464,460,2025-08-16 10:08:41,DELIVERED,NORTH
465,545,2025-07-03 15:40:02,RETURNED,EAST
466,274,2024-06-01 16:01:27,DELIVERED,SOUTH
467,52,2024-10-29 19:21:22,RETURNED,EAST
468,9,2024-04-15 13:25:57,PLACED,WEST
469,291,26-01-2025,PLACED,CENTRAL
470,223,2024-07-08 04:39:54,CANCELLED,SOUTH
471,580,2024-10-14 00:40:23,SHIPPED,WEST
472,78,2025-12-05 09:36:31,DELIVERED,EAST
473,76,2025-03-06 18:01:35,SHIPPED,NORTH
474,272,2024-10-03 09:41:31,RETURNED,CENTRAL
475,504,2024-06-17 10:34:51,SHIPPED,NORTH
476,266,09-06-2024,DELIVERED,WEST
477,,2026-02-12 03:39:08,RETURNED,WEST
478,338,2025-08-30 21:51:12,RETURNED,WEST
479,414,18-04-2024,RETURNED,WEST
480,549,2025-07-11 13:26:42,PLACED,NORTH
481,349,2024-05-04 23:38:46,SHIPPED,SOUTH
482,41,2025-08-19 18:39:35,DELIVERED,NORTH
483,368,2026-01-25 18:10:00,DELIVERED,SOUTH
484,,2024-02-09 09:39:39,DELIVERED,NORTH
485,316,2026-02-15 05:34:31,DELIVERED,NORTH
486,,2024-03-28 01:51:41,DELIVERED,SOUTH
487,536,2025-12-13 01:17:08,DELIVERED,CENTRAL
488,74,2024-02-27 06:53:56,PLACED,CENTRAL
489,,2024-07-21 18:47:58,RETURNED,NORTH
490,175,2024-04-09 08:30:45,DELIVERED,CENTRAL
491,208,2025-10-24 02:18:54,DELIVERED,WEST
492,590,2026-04-28 00:03:37,DELIVERED,NORTH
